891,Роменський коледж Сумського національного аграрного університету,Рк СНАУ,151,26378227,Державна,Міністерство освіти і науки України,Коледж,СУМСЬКА ОБЛАСТЬ/М.СУМИ,СУМСЬКА ОБЛАСТЬ/М.СУМИ, РОМНИ, РОМНИ, 41000: Горького 56,(05448) 32263,rksnau@gmail.com,Шевченко Олег Іванович,директор,,,,
892,Таврійський національний університет імені В.І.Вернадського,ТНУ ім. В.І.Вернадського,0,2070967,Державна,Міністерство освіти і науки України,Університет,М.КИЇВ,М.КИЇВ, ШЕВЧЕНКІВСЬКИЙ, ШЕВЧЕНКІВСЬКИЙ, 01135: Перемоги 10,+38 (0652) 51-64-98,rector@crimea.edu,Казарін Володимир Павлович,в.о. ректора,,,,
893,Технологічно-промисловий коледж Вінницького національного аграрного університету,ТПК ВНАУ,77,419667,Державна,Міністерство освіти і науки України,Коледж,ВІННИЦЬКА ОБЛАСТЬ/М.ВІННИЦЯ,ВІННИЦЬКА ОБЛАСТЬ/М.ВІННИЦЯ, ВІННИЦЯ, ЛЕНІНСЬКИЙ, 21021: Юності  8,(0432)438823, (0432)439598,tpkvnau.oc@gmail.com,Будяк Руслан Володимирович,директор,,,
894,Торговий коледж Запорізького національного університету,,73,36359049,Державна,Міністерство освіти і науки України,Відокремлений підрозділ,ЗАПОРІЗЬКА ОБЛАСТЬ/М.ЗАПОРІЖЖЯ,ЗАПОРІЗЬКА ОБЛАСТЬ/М.ЗАПОРІЖЖЯ, ЗАПОРІЖЖЯ, ЗАПОРІЖЖЯ, 69095: Шкільна 1,(0612)-62-71-13, (0612)-62-44-42,tcznu@zp.ukrtel.net,Олійник Олександр Леонтійович,директор,,,
895,Хіміко-технологічний коледж імені Івана Кожедуба Шосткинського інституту Сумського державного університету,ХТК,168,14027439,Державна,Міністерство освіти і науки України,Коледж,СУМСЬКА ОБЛАСТЬ/М.СУМИ,СУМСЬКА ОБЛАСТЬ/М.СУМИ, ШОСТКА, ШОСТКА, 41100: Інститутська 1,(05449)6-13-37,colledge@ukr.net,Сорока Тетяна Іванівна,директор,,,,
896,Мирогощанський аграрний коледж,МАК,0,725463,Державна,Міністерство освіти і науки України,Коледж,РІВНЕНСЬКА ОБЛАСТЬ/М.РІВНЕ,РІВНЕНСЬКА ОБЛАСТЬ/М.РІВНЕ, ДУБЕНСЬКИЙ РАЙОН/М.ДУБНО, МИРОГОЩА ДРУГА, 35624: Студентська 1,(03656) 77 490, 77 773,myrogoschamak@yandex.ru,Терновик Віктор Ярославович,директор,,,
898,"Коледж інформаційних систем і технологій Державного вищого навчального закладу ""Київський національний економічний університет імені Вадима Гетьмана""","КІСІТ ДВНЗ ""КНЕУ ім.В.Гетьмана""",337,22934387,Державна,Міністерство освіти і науки України,Відокремлений підрозділ,М.КИЇВ,М.КИЇВ, ШЕВЧЕНКІВСЬКИЙ, ШЕВЧЕНКІВСЬКИЙ, 04053: Львівська 14,(044)272-09-90,(044) 272-09-17,факс (044) 461-90-47,SV1204@ukr.net,Грицак Неля Юріївна,директор,,
899,"Державний вищий навчальний заклад ""Тернопільський коледж харчових технологій і торгівлі""","ДВНЗ ""Тернопільський коледж харчових технологій і торгівлі""",0,1566324,Державна,Міністерство освіти і науки України,Коледж,ТЕРНОПІЛЬСЬКА ОБЛАСТЬ/М.ТЕРНОПІЛЬ,ТЕРНОПІЛЬСЬКА ОБЛАСТЬ/М.ТЕРНОПІЛЬ, ТЕРНОПІЛЬ, ТЕРНОПІЛЬ, 46011: Степана Бандери 73,(0352)241700,tkhtt@i.ua,Крукевич Людмила Ярославівна,директор,,,,
900,Ватутінська філія Черкаського медичного коледжу,,834,2011692,Комунальна,Управління (головне управління) охорони здоров`я обласної державної адміністрації,Відокремлений підрозділ,ЧЕРКАСЬКА ОБЛАСТЬ/М.ЧЕРКАСИ,ЧЕРКАСЬКА ОБЛАСТЬ/М.ЧЕРКАСИ, ВАТУТІНЕ, ВАТУТІНЕ, 20250: Дружби 9,(04740)6-13-63,vatfilmedcol@ukr.net,Іванова Ірина Михайлівна,завідувач,,,,
901,Технікум землевпорядкування Житомирського національного агроекологічного університету,ТЗ ЖНАЕУ,229,727989,Державна,Міністерство освіти і науки України,Технікум (училище),ЖИТОМИРСЬКА ОБЛАСТЬ/М.ЖИТОМИР,ЖИТОМИРСЬКА ОБЛАСТЬ/М.ЖИТОМИР, НОВОГРАД-ВОЛИНСЬКИЙ РАЙОН/М.НОВОГРАД-ВОЛИНСЬКИЙ, ЯРУНЬ, 11762: Миру 44,04141 6 33 04,tzgnaeu@i.ua,Гончарук Олександр Васильович,директор,,,,
902,Відокремлений структурний підрозділ Полтавський коледж нафти і газу Полтавського національного технічного університету імені Юрія Кондратюка,,225,38324128,Державна,Міністерство освіти і науки України,Коледж,ПОЛТАВСЬКА ОБЛАСТЬ/М.ПОЛТАВА,ПОЛТАВСЬКА ОБЛАСТЬ/М.ПОЛТАВА, ПОЛТАВА, ОКТЯБРСЬКИЙ, 36021: Грушевського 2-А,8(053) 260-57-63,pkng@ukr.net,Шумська Любов Петрівна,директор,,,,
903,Національна академія прокуратури України,НАПУ,0,26297233,Державна,Генеральна прокуратура України,Академія,М.КИЇВ,М.КИЇВ, ШЕВЧЕНКІВСЬКИЙ, ШЕВЧЕНКІВСЬКИЙ, 04050: Мельникова 81-Б,(044) 2060051; 2060052; 2060053; 2060055; 2060056,apu2005@ukr.net,Присяжнюк Іван Іванович,ректор,,,,
904,Дніпрорудненський індустріальний технікум,ДІТ,0,193594,Державна,Міністерство освіти і науки України,Технікум (училище),ЗАПОРІЗЬКА ОБЛАСТЬ/М.ЗАПОРІЖЖЯ,ЗАПОРІЗЬКА ОБЛАСТЬ/М.ЗАПОРІЖЖЯ, ВАСИЛІВСЬКИЙ РАЙОН/М.ВАСИЛІВКА, ДНІПРОРУДНЕ, 71630: Ентузіастів 23,(06175)76404, ф. (06175)63804,dneprdit@gmail.com,Полторак Наталія Григорівна,в.о. директора ,,,
905,Таращанський агротехнічний коледж імені Героя Радянського Союзу О.О. Шевченка,ТАТК,0,728173,Державна,Міністерство освіти і науки України,Коледж,КИЇВСЬКА ОБЛАСТЬ/М.КИЇВ,КИЇВСЬКА ОБЛАСТЬ/М.КИЇВ, ТАРАЩАНСЬКИЙ РАЙОН/М.ТАРАЩА, ТАРАЩА, 09500: Богдана Хмельницького 3,0456652097; 51805; 51861,tarkoledj@ukr.net,Рябець Володимир Іванович,директор,,,,
906,"Львівський техніко-економічний коледж Національного університету ""Львівська політехніка""",,97,3363128,Державна,Міністерство освіти і науки України,Відокремлений підрозділ,ЛЬВІВСЬКА ОБЛАСТЬ/М.ЛЬВІВ,ЛЬВІВСЬКА ОБЛАСТЬ/М.ЛЬВІВ, ЛЬВІВ, ЛИЧАКІВСЬКИЙ, 79032: Пасічна 87,(032) 251 04 99,lteknulp87@gmail.com,Іванець Людмила Володимирівна,директор,,,,
907,"Марганецький коледж Державного вищого навчального закладу ""Національний гірничий університет""","Марганецький коледж ДВНЗ ""НГУ""",36,193364,Державна,Міністерство освіти і науки України,Відокремлений підрозділ,ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ/М.ДНІПРОПЕТРОВСЬК,ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ/М.ДНІПРОПЕТРОВСЬК, МАРГАНЕЦЬ, МАРГАНЕЦЬ, 53409: Лермонтова 8,566531605,mgkngu@gmail.com,Іванова Валентина Іванівна,директор,,,,
908,Дніпропетровський коледж економіки та бізнесу Дніпропетровського національного університету імені Олеся Гончара,,111,36959778,Державна,Міністерство освіти і науки України,Відокремлений підрозділ,ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ/М.ДНІПРОПЕТРОВСЬК,ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ/М.ДНІПРОПЕТРОВСЬК, ДНІПРОПЕТРОВСЬК, БАБУШКІНСЬКИЙ, 49055: Героїв Сталінграду 49 А,(056) 763-15-07,dkebdnu@ukr.net,Мельник Тетяна Павлівна,директор,,,,
909,"Балаклійська філія Комунального закладу ""Харківська гуманітарно-педагогічна академія"" Харківської обласної ради",,272,37875778,Комунальна,Департамент науки і освіти Харківської обласної державної адміністрації,Відокремлений підрозділ,ХАРКІВСЬКА ОБЛАСТЬ/М.ХАРКІВ,ХАРКІВСЬКА ОБЛАСТЬ/М.ХАРКІВ, БАЛАКЛІЙСЬКИЙ РАЙОН/М.БАЛАКЛІЯ, БАЛАКЛІЯ, 64200: В.Й. Казмирука 6,(05749) 2-07-61,balkoleg@kharkov.ukrtel.net,Денисова Наталія Володимирівна,директор,,,,
910,Любешівський технічний коледж Луцького національного технічного університету,,309,2540083,Державна,Міністерство освіти і науки України,Відокремлений підрозділ,ВОЛИНСЬКА ОБЛАСТЬ/М.ЛУЦЬК,ВОЛИНСЬКА ОБЛАСТЬ/М.ЛУЦЬК, ЛЮБЕШІВСЬКИЙ РАЙОН/СМТ ЛЮБЕШІВ, ЛЮБЕШІВ, 44200: Брестська 7,336221680,ltkldtu@rambler.ru,Подерня-Масюк Юлія Андріївна,директор,,,,
911,Васильківський коледж Національного авіаційного університету,,183,34913878,Державна,Міністерство освіти і науки України,Відокремлений підрозділ,КИЇВСЬКА ОБЛАСТЬ/М.КИЇВ,КИЇВСЬКА ОБЛАСТЬ/М.КИЇВ, ВАСИЛЬКІВ, ВАСИЛЬКІВ, 08600: Декабристів 40,+38(04571)2-20-96,vk-nau@ukr.net,Постніков Олександр Олексійович,начальник,,,,
912,Економіко-технологічний технікум Херсонського національного технічного університету,ЕТТ ХНТУ,86,4606633,Державна,Міністерство освіти і науки України,Відокремлений підрозділ,ХЕРСОНСЬКА ОБЛАСТЬ/М.ХЕРСОН,ХЕРСОНСЬКА ОБЛАСТЬ/М.ХЕРСОН, ХЕРСОН, ДНІПРОВСЬКИЙ, 73028: Кулика 130,0552 35 32 75,ett@kntu.net.ua,Шупік Катерина Іванівна,директор,,,,
913,Відокремлений структурний підрозділ Агротехнічний коледж Уманського національного університету садівництва,ВСП АТК УНУС,268,729051,Державна,Міністерство освіти і науки України,Відокремлений підрозділ,ЧЕРКАСЬКА ОБЛАСТЬ/М.ЧЕРКАСИ,ЧЕРКАСЬКА ОБЛАСТЬ/М.ЧЕРКАСИ, УМАНЬ, УМАНЬ, 20300: Жовтневої революції 21,(04744)3-58-00,т.ф.  (04744) 5-22-91,uatk@it-tim.net,Кужель Віталій Володимирович,директор,,,
914,Свалявський технічний коледж Національного університету харчових технологій,СТК НУХТ,47,389110,Державна,Міністерство освіти і науки України,Відокремлений підрозділ,ЗАКАРПАТСЬКА ОБЛАСТЬ/М.УЖГОРОД,ЗАКАРПАТСЬКА ОБЛАСТЬ/М.УЖГОРОД, СВАЛЯВСЬКИЙ РАЙОН/М.СВАЛЯВА, СВАЛЯВА, 89300: Духновича 6,(03133) 2 24 78, 2 24 58 , 2 20 88,stknuft@yandex.ru,Йовбак Василь Дмитрович,директор,,
915,Коледж морського і річкового флоту Київської державної академії водного транспорту імені гетьмана Петра Конашевича-Сагайдачного,,170,21537626,Державна,Міністерство освіти і науки України,Відокремлений підрозділ,М.КИЇВ,М.КИЇВ, ОБОЛОНСЬКИЙ, ОБОЛОНСЬКИЙ, 04211: Героїв Сталінграду 2,(044) 4198546; 4186718,college@kmrf.kiev.ua,Герштман Олена Вікторівна,в.о. директора,,,,
916,Ялтинський торговельно-економічний коледж Київського національного торговельно-економічного університету,ЯТЕК КНТЕУ,196,34344088,Державна,Міністерство освіти і науки України,Коледж,АВТОНОМНА РЕСПУБЛІКА КРИМ/М.СІМФЕРОПОЛЬ,АВТОНОМНА РЕСПУБЛІКА КРИМ/М.СІМФЕРОПОЛЬ, ЯЛТА, ЯЛТА, 98612: Московська 51,(0654) 32-79-13,ykt@ukrpost.ua,Проценко Олена Іванівна,директор,,,,
917,"Коледж економіки і управління Державного вищого навчального закладу ""Київський національний економічний університет імені Вадима Гетьмана""","КЕіУ ДВНЗ ""КНЕУ ім. В. Гетьмана""",337,220055,Державна,Міністерство освіти і науки України,Коледж,М.КИЇВ,М.КИЇВ, СОЛОМ'ЯНСЬКИЙ, СОЛОМ'ЯНСЬКИЙ, 03057: Металістів 17,457-61-77,technikum@ukr.net,Анохіна Ганна Володимирівна,директор,,,,
919,"Державний вищий навчальний заклад ""Криворізький національний університет""","ДВНЗ ""КНУ""",0,37664469,Державна,Міністерство освіти і науки України,Університет,ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ/М.ДНІПРОПЕТРОВСЬК,ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ/М.ДНІПРОПЕТРОВСЬК, КРИВИЙ РІГ, ДЗЕРЖИНСЬКИЙ, 50027: Віталія Матусевича 11,(056)409-06-06,knu@alba.dp.ua,Ступнік Микола Іванович,в.о ректора,,,,
920,Сімферопольський регіональний навчально-науковий центр Національного університету харчових технологій,Сімферопольський РННЦ НУХТ,47,24868789,Державна,Міністерство освіти і науки України,Відокремлений підрозділ,АВТОНОМНА РЕСПУБЛІКА КРИМ/М.СІМФЕРОПОЛЬ,М.КИЇВ, М.КИЇВ, М.КИЇВ, 01601: Володимирська 68,0652 27 31 24,zf_nupt@mail.ru,Кулік Світлана Семенівна,директор,,,,
921,Стахановський навчально-науковий інститут гірничих та освітніх технологій (м.Харків),СННІГОТ УІПА,107,5432276,Державна,Міністерство освіти і науки України,Відокремлений підрозділ,ХАРКІВСЬКА ОБЛАСТЬ/М.ХАРКІВ,ХАРКІВСЬКА ОБЛАСТЬ/М.ХАРКІВ, ХАРКІВ, ДЗЕРЖИНСЬКИЙ, 61003: Університетська 16,057 733 78 46,staxan@uipa.edu.ua,Варченко Юрій Едуардович,в.о. керівника ,,,,
922,"Тернопільський коледж вищого навчального закладу ""Відкритий міжнародний університет розвитку людини ""Україна""","Тернопільський коледж Університету ""Україна""",217,33261755,Приватна,Без підпорядкування,Відокремлений підрозділ,ТЕРНОПІЛЬСЬКА ОБЛАСТЬ/М.ТЕРНОПІЛЬ,ТЕРНОПІЛЬСЬКА ОБЛАСТЬ/М.ТЕРНОПІЛЬ, ТЕРНОПІЛЬ, ТЕРНОПІЛЬ, 46010: Братів Бойчуків 4,(067) 89-03-061,ternopil_tcdn@ukr.net,Сухорукова Неля Степанівна,директор,,,,
923,Каховський державний агротехнічний коледж,КДАК,0,5453568,Державна,Міністерство освіти і науки України,Коледж,ХЕРСОНСЬКА ОБЛАСТЬ/М.ХЕРСОН,ХЕРСОНСЬКА ОБЛАСТЬ/М.ХЕРСОН, КАХОВСЬКИЙ РАЙОН/М.КАХОВКА, КОРОБКИ, 74824: Каховська 30,(05536) 9-33-96,agroteh@pcn.com.ua,Мащенко Володимир Филимонович,директор,,,,
925,Остерський коледж будівництва та дизайну,ОКБД,0,1355708,Державна,Міністерство освіти і науки України,Коледж,ЧЕРНІГІВСЬКА ОБЛАСТЬ/М.ЧЕРНІГІВ,ЧЕРНІГІВСЬКА ОБЛАСТЬ/М.ЧЕРНІГІВ, КОЗЕЛЕЦЬКИЙ РАЙОН/М.ОСТЕР, ОСТЕР, 17044: 8 Березня 7-А,(046) 464-32-85,oster_budtex@cg.ukrtel.net,Бардаченко Тетяна Миколаївна,директор,,,,
926,"Скадовський технікум Державного вищого навчального закладу ""Херсонський державний аграрний університет""",Скадовський технікум ДВНЗ ХДАУ,213,21301734,Державна,Міністерство освіти і науки України,Технікум (училище),ХЕРСОНСЬКА ОБЛАСТЬ/М.ХЕРСОН,ХЕРСОНСЬКА ОБЛАСТЬ/М.ХЕРСОН, СКАДОВСЬКИЙ РАЙОН/М.СКАДОВСЬК, АНТОНІВКА, 75705: Студентська 1,34-6-85,college@skad.hs.ukrtel.net,Гончарський Іван Львович,в.о. директора,,,,
927,"Миколаївський коледж бізнесу і права Вищого навчального закладу Укоопспілки ""Полтавський університет економіки і торгівлі""",,123,36984810,Приватна,Укоопспілка,Коледж,МИКОЛАЇВСЬКА ОБЛАСТЬ/М.МИКОЛАЇВ,МИКОЛАЇВСЬКА ОБЛАСТЬ/М.МИКОЛАЇВ, МИКОЛАЇВ, МИКОЛАЇВ, 54034: Миру 20,(05125) 6-66-90,mkbp.puet@gmail.com,Дмитриченко Олена Анатоліївна,директор,,,,
928,"Комунальний вищий навчальний заклад Київської обласної ради ""Білоцерківський гуманітарно-педагогічний коледж""","КВНЗ КОР ""БГПК""",0,37381693,Комунальна,Департамент освіти і науки Київської обласної державної адміністрації,Коледж,КИЇВСЬКА ОБЛАСТЬ/М.КИЇВ,КИЇВСЬКА ОБЛАСТЬ/М.КИЇВ, БІЛА ЦЕРКВА, БІЛА ЦЕРКВА, 09107: Ярослава Мудрого 37,456399241,gpkoledg@ukr.net,Ружицький Валерій Андрійович,в.о. директора,,,,
929,"Державний вищий навчальний заклад ""Куп'янський автотранспортний коледж""",ДВНЗ КАТК,0,2128371,Державна,Міністерство освіти і науки України,Коледж,ХАРКІВСЬКА ОБЛАСТЬ/М.ХАРКІВ,ХАРКІВСЬКА ОБЛАСТЬ/М.ХАРКІВ, КУП'ЯНСЬК, КУП'ЯНСЬК, 63700: Комсомольська 34,574256605,574256782,katt2003@ukr.net,Деміденко Віктор Володимирович,директор,,,
930,"Криворізький коледж економіки та управління Державного вищого навчального закладу ""Київський національний економічний університет імені Вадима Гетьмана""",,337,193275,Державна,Міністерство освіти і науки України,Відокремлений підрозділ,ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ/М.ДНІПРОПЕТРОВСЬК,ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ/М.ДНІПРОПЕТРОВСЬК, КРИВИЙ РІГ, КРИВИЙ РІГ, 50096: Ватутіна 37-А,(056) 404 69 92, 453 59 92,ktey_metodkab@mail.ru,Прибилович Людмила Анатоліївна, директор,,,
931,Дніпродзержинський економічний коледж Дніпродзержинського державного технічного університету,ДЕК ДДТУ,1254,3062929,Державна,Міністерство освіти і науки України,Відокремлений підрозділ,ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ/М.ДНІПРОПЕТРОВСЬК,ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ/М.ДНІПРОПЕТРОВСЬК, ДНІПРОДЗЕРЖИНСЬК, ДНІПРОВСЬКИЙ, 51918: Дніпробудівська 2,(05692)3-16-41,tet_dgtu@ukr.net,Сітько Віктор Володимирович,директор,,,,
932,Харківський обліково-економічний технікум-інтернат ім. Ф.Г. Ананченка,ХОЕТ ім. Ф.Г. Ананченка,0,3191590,Державна,Міністерство освіти і науки України,Технікум (училище),ХАРКІВСЬКА ОБЛАСТЬ/М.ХАРКІВ,ХАРКІВСЬКА ОБЛАСТЬ/М.ХАРКІВ, ХАРКІВ, ЖОВТНЕВИЙ, 61064: Полтавський шлях 133,573702180,573705184,huet@list.ru,Галкіна Ольга Андріївна,директор,,,
933,Костопільська філія Рівненського державного базового медичного коледжу,КФРДБМК,729,25833244,Комунальна,Обласна рада,Відокремлений підрозділ,РІВНЕНСЬКА ОБЛАСТЬ/М.РІВНЕ,РІВНЕНСЬКА ОБЛАСТЬ/М.РІВНЕ, КОСТОПІЛЬСЬКИЙ РАЙОН/М.КОСТОПІЛЬ, КОСТОПІЛЬ, 35000: М.Грушевського 18,(03657)21154,kost_medcol@ukr.net,Носко Ігор Павлович,завідувач ,,,,
934,Ужгородський заочний факультет Донецької державної музичної академії імені С.С. Прокоф`єва,УЗФДДМА  імені С.С. Прокоф`єва,363,26099390,Державна,Міністерство культури України,Відокремлений підрозділ,ЗАКАРПАТСЬКА ОБЛАСТЬ/М.УЖГОРОД,ЗАКАРПАТСЬКА ОБЛАСТЬ/М.УЖГОРОД, УЖГОРОД, УЖГОРОД, 80000: Волошина 13,062 334 09 28,donmusacademy@ukr.net,Стегней Володимир Васильович,декан,,,,
935,Одеський технічний коледж Одеської національної академії харчових технологій,ОТК ОНАХТ,51,389162,Державна,Міністерство освіти і науки України,Відокремлений підрозділ,ОДЕСЬКА ОБЛАСТЬ/М.ОДЕСА,ОДЕСЬКА ОБЛАСТЬ/М.ОДЕСА, ОДЕСА, ПРИМОРСЬКИЙ, 65110: Балківська 54,048 730 49 00, 730 49 01,otkua@ukr.net,Коваленко Анатолій Володимирович,директор,,,
936,Навчально-консультаційний центр Національного транспортного університету у м. Івано-Франковську,НКЦ НТУ у м.Івано-Франківську,24,35691443,Державна,Міністерство освіти і науки України,Відокремлений підрозділ,ІВАНО-ФРАНКІВСЬКА ОБЛАСТЬ/М.ІВАНО-ФРАНКІВСЬК,ІВАНО-ФРАНКІВСЬКА ОБЛАСТЬ/М.ІВАНО-ФРАНКІВСЬК, ІВАНО-ФРАНКІВСЬК, ІВАНО-ФРАНКІВСЬК, 76000: Красівського 7,(034) 272-10-53,ifnkcntu@gmail.com,Скрипник Василь Степанович,керівник,,,,
937,"Жовтоводське педагогічне училище Державного вищого навчального закладу ""Криворізький національний університет""","ЖПУ ДВНЗ ""КНУ""",919,37861943,Державна,Департамент освіти і науки Дніпропетровської обласної державної адміністрації,Відокремлений підрозділ,ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ/М.ДНІПРОПЕТРОВСЬК,ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ/М.ДНІПРОПЕТРОВСЬК, ЖОВТІ ВОДИ, ЖОВТІ ВОДИ, 52206: Івана Франка 5,(056) 522 54 16,zv_kdpu@ukr.net,Зеленченок Марія Дем'янівна,директор,,,,
938,Прилуцький агротехнічний коледж,Агроколедж,0,729149,Державна,Міністерство освіти і науки України,Коледж,ЧЕРНІГІВСЬКА ОБЛАСТЬ/М.ЧЕРНІГІВ,ЧЕРНІГІВСЬКА ОБЛАСТЬ/М.ЧЕРНІГІВ, ПРИЛУКИ, ПРИЛУКИ, 17500: Київська 178,(04637)32050,gidrotech@ukr.net,Черніков Павло Іванович,виконуючий обов’язки ,,,,
939,"Автотранспортний технікум Державного вищого навчального закладу ""Національний гірничий університет""","Автотранспортний технікум Державного ВНЗ ""НГУ""",36,26461744,Державна,Міністерство освіти і науки України,Відокремлений підрозділ,ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ/М.ДНІПРОПЕТРОВСЬК,ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ/М.ДНІПРОПЕТРОВСЬК, ДНІПРОПЕТРОВСЬК, ДНІПРОПЕТРОВСЬК, 49000: Карла Маркса 19,(056) 749 63 24,atngu@ukr.net,Беседін Вячеслав Леонідович,директор,,,,
940,"Докучаєвський гірничий технікум Державного вищого навчального закладу ""Національний гірничий університет""","ДГТ ДВНЗ ""НГУ""",36,34916858,Державна,Міністерство освіти і науки України,Технікум (училище),ДОНЕЦЬКА ОБЛАСТЬ/М.ДОНЕЦЬК,ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ/М.ДНІПРОПЕТРОВСЬК, ДНІПРОПЕТРОВСЬК, ДНІПРОПЕТРОВСЬК, 49005: Карла Маркса 19,06275-32543,gorniy_tehnikum@mail.ru,Кустов Володимир Васильович,виконуючий обов'язки директора,,,,
941,"Павлоградський технікум Державного вищого навчального закладу ""Національний гірничий університет""","Павлоградський технікум Державного ВНЗ ""НГУ""",36,220026,Державна,Міністерство освіти і науки України,Відокремлений підрозділ,ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ/М.ДНІПРОПЕТРОВСЬК,ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ/М.ДНІПРОПЕТРОВСЬК, ПАВЛОГРАД, ПАВЛОГРАД, 51400: Радянська 63,(05632) 649 58,pvt1@ukr.net,Посунько Людмила Миколаївна,директор,,,,
942,"Державний вищий навчальний заклад ""Макіївський політехнічний коледж""","ДВНЗ ""МПК""",0,1242857,Державна,Міністерство освіти і науки України,Коледж,ДОНЕЦЬКА ОБЛАСТЬ/М.ДОНЕЦЬК,ДОНЕЦЬКА ОБЛАСТЬ/М.ДОНЕЦЬК, МАКІЇВКА, МАКІЇВКА, 86157: Леніна 47,(06232) 6-46-08,politehni4eskiy-koledj@rambler.ru,Багрій Світлана Яківна,Директор,,,,
943,Берегівський медичний коледж,БМК,0,2010735,Комунальна,Обласна рада,Коледж,ЗАКАРПАТСЬКА ОБЛАСТЬ/М.УЖГОРОД,ЗАКАРПАТСЬКА ОБЛАСТЬ/М.УЖГОРОД, БЕРЕГОВЕ, БЕРЕГОВЕ, 90202: Мукачівська 3,(03141) 2 33 54,bereg.med.kol@gmail.com,Продан Марія Іванівна,директор,,,,
945,Кіровський транспортний технікум,КТТ,0,173278,Державна,Міністерство освіти і науки України,Технікум (училище),ЛУГАНСЬКА ОБЛАСТЬ/М.ЛУГАНСЬК,ЛУГАНСЬКА ОБЛАСТЬ/М.ЛУГАНСЬК, КІРОВСЬК, КІРОВСЬК, 93800: Правди 10,(06446) 414 15, ф. 411 87,kirtt@ukrpost.ua,Потапенко Олександр Миколайович,директор,,,
946,"Дніпропетровська філія Вищого навчального закладу ""Університет економіки та права ""КРОК""",,318,25818026,Приватна,Без підпорядкування,Відокремлений підрозділ,ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ/М.ДНІПРОПЕТРОВСЬК,М.КИЇВ, М.КИЇВ, М.КИЇВ, 03113: Лагерна 30-32,0562-36-09-28,ovolovik@bk.ru,Черкавський Олександр Віталійович,директор,,,,
947,Бершадський медичний коледж,БМК,0,2011025,Комунальна,Обласна рада,Коледж,ВІННИЦЬКА ОБЛАСТЬ/М.ВІННИЦЯ,ВІННИЦЬКА ОБЛАСТЬ/М.ВІННИЦЯ, БЕРШАДСЬКИЙ РАЙОН/М.БЕРШАДЬ, БЕРШАДЬ, 24400: Червоноармійська 167,(04352)2-42-44,bmk2014@i.ua,Оніщенко Катерина Миколаївна,директор,,,,
948,Навчально-консультаційний центр Національного транспортного університету у м. Львові,,24,25259242,Державна,Міністерство освіти і науки України,Відокремлений підрозділ,ЛЬВІВСЬКА ОБЛАСТЬ/М.ЛЬВІВ,ЛЬВІВСЬКА ОБЛАСТЬ/М.ЛЬВІВ, ЛЬВІВ, ШЕВЧЕНКІВСЬКИЙ, 79069: Ожинова 5,(032) 295 57 79,lntu@mail.lviv.ua,Дорош Василь Михайлович,керівник НКЦ НТУ,,,,
949,"Державний вищий навчальний заклад ""Луганський будівельний коледж""","ДВНЗ ""ЛБК""",0,1242828,Державна,Міністерство освіти і науки України,Коледж,ЛУГАНСЬКА ОБЛАСТЬ/М.ЛУГАНСЬК,ЛУГАНСЬКА ОБЛАСТЬ/М.ЛУГАНСЬК, ЛУГАНСЬК, ЛУГАНСЬК, 91031: Оборонна 8,0642-618887,lst@mail.dsip.net,Ходирєва Ольга Тимофіївна,директор,,,,
950,"Товариство з обмеженою відповідальністю Медичний коледж ""Монада""","ТзОВ медичний коледж ""Монада""",0,13797632,Приватна,Без підпорядкування,Коледж,ЛЬВІВСЬКА ОБЛАСТЬ/М.ЛЬВІВ,ЛЬВІВСЬКА ОБЛАСТЬ/М.ЛЬВІВ, ЛЬВІВ, ЗАЛІЗНИЧНИЙ, 79040: Патона 22-А,(0322) 693 951, 693 952,monadalviv@gmail.com,Гайдучок Ігор Григорович,директор,,,
951,Артемівське музичне училище імені Івана Карабиця,АМУ ім. І.Карабиця,0,2214567,Комунальна,Управління (головне управління) культури обласної державної адміністрації,Технікум (училище),ДОНЕЦЬКА ОБЛАСТЬ/М.ДОНЕЦЬК,ДОНЕЦЬКА ОБЛАСТЬ/М.ДОНЕЦЬК, АРТЕМІВСЬК, АРТЕМІВСЬК, 84500: Лермонтова 12,(0627)445205,509831656,ArtMU@ukr.net,Паржицький Вячеслав Вячеславович, директор,,,
